video_id,video_title,video_published_at,video_view_count,video_like_count,video_duration_seconds,thread_id,thread_total_reply_count,comment_id,is_reply,author_hash,text,comment_like_count,comment_published_at,text_len_chars,text_len_words,has_question,upper_ratio,kw_price,kw_range,kw_charging,video_age_days_at_comment
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugw21dpeVKDGxWgLpAl4AaABAg,0,Ugw21dpeVKDGxWgLpAl4AaABAg,0,9c6bd7df89c560d42bea32b18cad13996e97cccb1f7f65569e82929a0473e85b,"I will say one thing that Tesla gets right for buyers, is not having features locked behind nickel and dime trim levels. No memory seats on a 45,000 dollar vehicle until you go up a trim level? Come on! Also make it slow as hell to protect their fast cars, smh GM",0,2024-12-20 16:14:10+00:00,263,52,1,0.03482587064676617,0,0,0,204.00983796296296
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwFiuBfXuMqkq__y1Z4AaABAg,0,UgwFiuBfXuMqkq__y1Z4AaABAg,0,02372b678bbd2ea6d3b0b5d6320d5b0af3b3c397fb5ff9695f0613f5942fc1a9,"For the single motor version, why make it FWD when it can easily be RWD?",0,2024-12-05 04:09:53+00:00,72,15,1,0.125,0,0,0,188.50686342592593
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwWC4jYLOZFG1CeK2F4AaABAg,0,UgwWC4jYLOZFG1CeK2F4AaABAg,0,86278e34d4101a521bf98af4319b316d874bd02535210a521041d3b167918f47,I kinda like it.,0,2024-11-30 16:10:59+00:00,16,4,0,0.08333333333333333,0,0,0,184.0076273148148
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugza6iqM0KnnO8nGICx4AaABAg,0,Ugza6iqM0KnnO8nGICx4AaABAg,0,2a0dd568ed3b6e09b3fd186b04ce39c5fb7e048301a054522e800bcb3efc36c5,"Still a poc compared to current model Y, let alone Juniper",0,2024-11-25 12:13:50+00:00,58,11,0,0.06382978723404255,0,0,0,178.84293981481483
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugyjir-ppZM4Z1WbdZd4AaABAg,0,Ugyjir-ppZM4Z1WbdZd4AaABAg,0,fb70f74d8f57584991e62f3f03c2e0af71b433993201443b8516cc11c805b790,It looks amazing!,0,2024-11-25 05:13:16+00:00,17,3,0,0.07142857142857142,0,0,0,178.55087962962963
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgycpmPXB4Tg2ZCbEbt4AaABAg,0,UgycpmPXB4Tg2ZCbEbt4AaABAg,0,af3708161408b93234d492abb101d3a43a30b755cd122e0e0e1481723f8cb4a6,I just bought two of these. Love the vehicle,0,2024-11-22 13:57:30+00:00,44,9,0,0.05714285714285714,0,0,0,175.91493055555554
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugx-WgD35elElfCAw294AaABAg,0,Ugx-WgD35elElfCAw294AaABAg,0,2c12aa3ec9f82e39d08066369709db3babf1ec85141ed0b3bd578893c462d463,I really like this Equinox. My test drive vehicle had red paint and blue interior. Wtf?,0,2024-11-22 07:07:48+00:00,87,16,1,0.057971014492753624,0,0,0,175.63041666666666
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgzyX8lWuohR9BVQo254AaABAg,0,UgzyX8lWuohR9BVQo254AaABAg,0,2fb32e2c9927caaea4cce046a4efb405c1cebbca1f8780529d39be1d97dc5192,Thank You,0,2024-11-05 07:32:07+00:00,9,2,0,0.25,0,0,0,158.64730324074074
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgyjGrYoDpN0oJV22U54AaABAg,0,UgyjGrYoDpN0oJV22U54AaABAg,0,91aa1c407d3732346a96ff162da10f8e2707658cd2d08b78817fe64cca4436ab,Why do the base models have to look ugly?,0,2024-11-02 18:33:48+00:00,41,9,1,0.03125,0,0,0,156.10680555555555
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgyGEe85JDgDdbA8EGR4AaABAg,0,UgyGEe85JDgDdbA8EGR4AaABAg,0,1322c027b33f752d494aeddfa450e9eebab7c840d7fe15f0685b4bc128be9827,0-60 in 8s?? im out,0,2024-10-24 21:11:15+00:00,18,5,0,0.0,0,0,0,147.21614583333334
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgxqLV4-fblWAUrhwbx4AaABAg,0,UgxqLV4-fblWAUrhwbx4AaABAg,0,d65c76353c8f8ae6a41509028b1f3880f65958233488895cdc84ff7a39aea24f,Great job ???? I was thinking about it for a while and now for sure I will get one !,0,2024-10-16 15:55:38+00:00,82,20,0,0.05,0,0,0,138.9969675925926
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugwn1ahWLC61KSyChkt4AaABAg,0,Ugwn1ahWLC61KSyChkt4AaABAg,0,6079afad0267a23a2704cff5d4c031ccd482b311ae702355487a6472b974f999,Can anybody suggest me about this car coz im planning to buy it next week.should i go for it or no?this is gonna be my first brand new car and plz  suggest me if anyone have experience in cars,0,2024-10-12 04:02:16+00:00,192,39,1,0.006622516556291391,0,0,0,134.50157407407409
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwddIsZ0MvpmlaalLt4AaABAg,0,UgwddIsZ0MvpmlaalLt4AaABAg,0,c6b5bc3d30cbb6ef368da03028ad7357852f9de5012996e1b6985e3839d0789c,I have a deposit on a 2025 LT base model. Will be in Nov 7. Can't wait! 34.995,0,2024-10-10 22:41:44+00:00,78,18,0,0.13043478260869565,0,0,0,133.27898148148148
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgznHYNiEreiWwUkTlJ4AaABAg,0,UgznHYNiEreiWwUkTlJ4AaABAg,0,7f175b9977f6d40be806b7d859110b397cde97a1f4c1870daf03fbca33390035,"I know this walk-a-round is 4 months old... which can certainly account for the misreputation of the DRLs and turn signals.  so I mean no offense. 

My Equinox EV  DRLs do not dim when the turn signals or 4-way flashers are used.

Regarding the rear wiper, esthetically, it would disappear if it was underneath the spoiler.
NICE !
 However, you wouldn't get the coverage you need to make it effective. 
 The placement of the wiper at the base of the backlight assures broader coverage where it is needed most.
That is to say... in line with the drivers eyeline.
I'll take effectiveness over 
Esthetics... every day of the week. 
Otherwise, it was a very good presentation and review.

Love the channel.
Be well... peace.??",0,2024-10-08 14:55:20+00:00,721,124,0,0.045372050816696916,0,0,0,130.9550925925926
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgxEM1DXNxTtQoawlZh4AaABAg,0,UgxEM1DXNxTtQoawlZh4AaABAg,0,09d7567dc1aa6c949da488eea223362e9235831a8947d2abf7ee87ae26e605c3,"Wireless charging without a fan overheats and degrades your cell phone battery. The Google OS is excellent and works great. I have ACP as an option in my Polestar 2, I’ve never used it because the native Google OS is very good. You go Chevy! Lead the way! Maybe after my P3 lease is up, I’ll look at Chevy.",0,2024-10-08 01:17:13+00:00,306,59,0,0.08898305084745763,0,1,1,130.38695601851853
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugw6FuBM-5bXYGlfvK94AaABAg,0,Ugw6FuBM-5bXYGlfvK94AaABAg,0,09d7567dc1aa6c949da488eea223362e9235831a8947d2abf7ee87ae26e605c3,The Blue looks clean!,0,2024-10-08 01:13:43+00:00,21,4,0,0.11764705882352941,0,0,0,130.38452546296296
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgxWYi06SYb0WN5FdlB4AaABAg,0,UgxWYi06SYb0WN5FdlB4AaABAg,0,09d7567dc1aa6c949da488eea223362e9235831a8947d2abf7ee87ae26e605c3,Nice! Hopefully it’ll have access to the Tesla SCN.,0,2024-10-08 01:08:05+00:00,51,9,0,0.15,0,0,0,130.38061342592593
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwMoUdFMs9o-kY6-2V4AaABAg,0,UgwMoUdFMs9o-kY6-2V4AaABAg,0,7836304fc7f3e52a610ff3e05fba6ac8f026898f6a2fdc5e24de34621a106b97,I'll take this over an Eloncar any day.,0,2024-10-04 22:01:00+00:00,39,8,0,0.06666666666666667,0,0,0,127.25069444444445
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgzZHjlG-48aR0zvn_V4AaABAg,0,UgzZHjlG-48aR0zvn_V4AaABAg,0,fcdfe0101fa4437ecb73d86f17c4052cbc966ec4180aa363f525e501e961c8e7,I don’t understand Chevy having two EVs like the Blazer and Equinox so close in size.  I thought the blazer was a solid step forward from the Equinox for a similar price.,0,2024-10-04 09:17:30+00:00,170,32,0,0.05925925925925926,1,0,0,126.72048611111111
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgzoYK75DEllAidacwJ4AaABAg,0,UgzoYK75DEllAidacwJ4AaABAg,0,40475cf97683088dcaffd05fd3fb37434a5b19d509266d48816248e636d43aba,"Finally Chevy, you made it, I don’t know how Honda prologue is costly, my preference turned from Tesla to Chevy now",0,2024-10-02 05:57:41+00:00,115,21,0,0.06593406593406594,1,0,0,124.58172453703703
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgzaoF9XLivQc-9nrs14AaABAg,0,UgzaoF9XLivQc-9nrs14AaABAg,0,a75a7017533a85e659e25cb7f418c87566ccf649b75f92db9c13315aea192182,"This is the perfect vehicle, for most drivers, imo, thanx GM. few people want an electric sports car, mach e, $70k, or electric full size pickup, 150 lightning $90k, at least not yet, or a mid size suv, bronco with a pos eco defect  gas burning engine. This is the right look and styling, size, range and price. sign me up.",1,2024-09-26 20:26:21+00:00,323,61,0,0.016877637130801686,1,1,0,119.18496527777778
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgxXlZPY4QeQOOYdQP94AaABAg,0,UgxXlZPY4QeQOOYdQP94AaABAg,0,c78e5b8cf07df98b2876d1bb1df3a678957623be3fd2f99694296588063d56aa,Bro is wearing blue,0,2024-09-25 04:23:32+00:00,19,4,0,0.0625,0,0,0,117.5163425925926
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgyxXuYEhlo9X6sdh-V4AaABAg,0,UgyxXuYEhlo9X6sdh-V4AaABAg,0,da1bf7b98d2a5c3cc820193e18ce2146485f22a6a621ea491fa70bcf8249f828,What color is that?,0,2024-09-18 17:11:30+00:00,19,4,1,0.06666666666666667,0,0,0,111.04965277777778
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugy7rdzzWYhepBU-kGl4AaABAg,0,Ugy7rdzzWYhepBU-kGl4AaABAg,0,40f0835d216b7bf268ee23addd3a7ebb55e9414018c319f83aa86b2e71389bce,Slow down your speaking cadence. Stumbling on your words. Otherwise I thought you did a good job.,1,2024-09-17 23:04:55+00:00,97,17,0,0.05128205128205128,0,0,0,110.29508101851852
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwReBm4SiwYjTI6ZWF4AaABAg,1,UgwReBm4SiwYjTI6ZWF4AaABAg,0,e561d47895b44bceea15313180a4f2ba2422d0ac8f0c7c8f6b29d68ff07a012e,"319 miles of range on 19"" wheels. 2RS will most likely have 21"" tires.",0,2024-09-13 18:05:09+00:00,70,14,0,0.044444444444444446,0,1,0,106.08690972222222
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwReBm4SiwYjTI6ZWF4AaABAg,1,UgwReBm4SiwYjTI6ZWF4AaABAg.A8Kz1i7k94lA8QuXHsJs9w,1,d69d2c1d23bb22b94008060e47941d1ed829bfe58ade6cf32379074364bf491d,"Remember, bigger tires reduce range, not sure how much though.. no one has done a review yet on the 21"" tire config  that i have seen yet.. ??",0,2024-09-16 01:21:13+00:00,141,28,0,0.009708737864077669,0,1,0,108.3897337962963
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwTLy8u87JRTTnXw_R4AaABAg,0,UgwTLy8u87JRTTnXw_R4AaABAg,0,0193a42636eb569271220bedcebf1e4e92f4513de1090c4f1fbaaf7b6ce397c0,"I can't imagine what they are taking out of this to get to a 1LT? Great review. Concise and covers everything. This would be good at 32,500, but seems impossible today for cars with 300 miles. I would guess that it's going to come down to financing on the lease terms as to what people will get. This or a Y. The interior here does look a bit better than Y, except for the ridiculous blue accents. Why the interior had to scream electric is beyond me? Otherwise a very saleable vehicle with great distance.",0,2024-09-09 03:19:28+00:00,506,95,1,0.033419023136246784,0,1,0,101.47185185185185
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugyw5kDgltAVvwI5e954AaABAg,0,Ugyw5kDgltAVvwI5e954AaABAg,0,66369267aa9651c4575f461c6b7747b2707785d820aacb652b9a93bd747ba90e,what a faghiish video!!,0,2024-09-08 18:34:46+00:00,23,4,0,0.0,0,0,0,101.10747685185186
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgxtB3CrzMXa0k3TMPt4AaABAg,0,UgxtB3CrzMXa0k3TMPt4AaABAg,0,b2b963a2b38bff3985f4e90c27655dad3f67c723d1e8d6ee986f35b59b364122,Made in China? ??,1,2024-09-05 00:51:00+00:00,16,4,1,0.18181818181818182,0,0,0,97.36875
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgzM98PFZKNtt3IHsJl4AaABAg,0,UgzM98PFZKNtt3IHsJl4AaABAg,0,e5ea10f2caf42abcac0f8f237f7b04bcffc78747f735f528a576b418379b6bcb,Biden sucks,0,2024-09-04 19:52:14+00:00,11,2,0,0.1,0,0,0,97.16127314814815
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugy5NYq8F33Nd844Qot4AaABAg,0,Ugy5NYq8F33Nd844Qot4AaABAg,0,e5ea10f2caf42abcac0f8f237f7b04bcffc78747f735f528a576b418379b6bcb,I will Chevy would go bankrupt gm sucks,0,2024-09-04 19:51:40+00:00,39,8,0,0.0625,0,0,0,97.16087962962963
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugw4nzAJLn4ONbafnVt4AaABAg,0,Ugw4nzAJLn4ONbafnVt4AaABAg,0,e5ea10f2caf42abcac0f8f237f7b04bcffc78747f735f528a576b418379b6bcb,Ev are democrat proganda,0,2024-09-04 19:49:53+00:00,24,4,0,0.047619047619047616,0,0,0,97.1596412037037
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwJCz8C2uB00b4O3U14AaABAg,0,UgwJCz8C2uB00b4O3U14AaABAg,0,e5ea10f2caf42abcac0f8f237f7b04bcffc78747f735f528a576b418379b6bcb,F.chevy go bankrupt I hate your engineering,0,2024-09-04 19:47:30+00:00,43,7,0,0.05555555555555555,0,0,0,97.15798611111111
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgycZ8Y0wE_ufcbeb4R4AaABAg,0,UgycZ8Y0wE_ufcbeb4R4AaABAg,0,5fa92aa22fb79be82c9c61de250ea64db10c9028f22eb4aad281c8632436e713,No woreless charging or android auto? Oof,0,2024-09-04 08:11:18+00:00,41,7,1,0.058823529411764705,0,0,1,96.6745138888889
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgwvQGJAPCwWkwLjSzl4AaABAg,0,UgwvQGJAPCwWkwLjSzl4AaABAg,0,8818d1c21cea7baa2604d3086aea1d4940a7e29ea3338fc3537425d42e9ac5d0,"Those specs are horrible are a $45,000 car, why GM even bother? Just give up",0,2024-09-02 07:03:30+00:00,76,15,1,0.07547169811320754,1,0,0,94.62743055555555
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgxG3sIIcVtq_Y8Jerd4AaABAg,0,UgxG3sIIcVtq_Y8Jerd4AaABAg,0,8818d1c21cea7baa2604d3086aea1d4940a7e29ea3338fc3537425d42e9ac5d0,"Upscale, premium words not suitable for chevy",0,2024-09-02 07:01:26+00:00,45,7,0,0.02631578947368421,0,0,0,94.62599537037038
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugxo-2p_AMyaQnum7XN4AaABAg,0,Ugxo-2p_AMyaQnum7XN4AaABAg,0,4b724108ea0c520f6bc271cdd2b6880c3016931a60ecbf0800a1e06b80d1fa2e,"Seriously, that blue on the interior is juvenile and ruins the interior.  I don’t get GM, from the weird Cadillac torque badging to using the Equinox brand for this sharp CUV that will look nothing like the upcoming new ICE Equinox.  A lot of brand equity lost to bad design and branding decisions.",0,2024-09-02 03:39:24+00:00,298,53,0,0.058823529411764705,0,0,0,94.48569444444445
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,UgzSGxf7ZKr967BLebx4AaABAg,0,UgzSGxf7ZKr967BLebx4AaABAg,0,b292ea19b4e5dab18163c4fc812cc0c5bb7354a8acef6952ba10b8970f2f7a62,I love what the Chevy CEO is doing. She really knows what's up (not like the Stellantis dude hahah).,0,2024-08-28 12:44:54+00:00,100,19,0,0.09090909090909091,0,0,0,89.8645138888889
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugy__5pG0sFzVaXGB0J4AaABAg,0,Ugy__5pG0sFzVaXGB0J4AaABAg,0,67e9cead68b3ea1489c64ac862b8e33e8585c52a6e3e3abf01cdbf86f66569dd,Design is ok. No carplay?...next!,0,2024-08-24 19:48:41+00:00,33,5,1,0.08695652173913043,0,0,0,86.15880787037037
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugykl2zaag3pU5jv2GZ4AaABAg,0,Ugykl2zaag3pU5jv2GZ4AaABAg,0,67e9cead68b3ea1489c64ac862b8e33e8585c52a6e3e3abf01cdbf86f66569dd,Chevy should get rid of that gold emblem for good. Strikes as old with the young demography. Reminds their grandpas car,0,2024-08-24 19:48:23+00:00,119,21,0,0.030927835051546393,0,0,0,86.15859953703703
-1AmUBWRuLQ,The 2024 Chevrolet Equinox EV Is A Right Sized & Priced Electric SUV For The Masses,2024-05-30 16:00:00+00:00,109462,1909.0,1728,Ugx3SLmIBJvdboa4HLR4AaABAg,0,Ugx3SLmIBJvdboa4HLR4AaABAg,0,92745bd4f9aaab9ba5b0013b4e57872b77eda6dbfefc9d15c69889e4a9743bdf,You mean there is a lot of Chevy design in the Porsche,0,2024-08-22 11:58:33+00:00,54,12,0,0.06976744186046512,0,0,0,83.83232638888889
